"priority","key","english","portuguese","do_not_translate","notes"
"6","settings.rigControl.flexIp.hint","Your FlexRadio's LAN IP (SmartSDR API, port 4992) — turns on the native RF panadapter. This is the <em>radio's</em> address, not the SmartSDR-CAT port above.","","<em> | FlexRadio | SmartSDR | CAT | RF",""
"6","settings.rigControl.sharingPort.label","Sharing port","","",""
"6","settings.rigControl.sharingPort.hint","The ""Share this radio"" address other programs connect to (Hamlib NET rigctl default 4532). Change it only if something else on this computer already owns the port.","","Hamlib",""
"6","settings.rigControl.testCat.action","Test CAT","","CAT",""
"6","settings.rigControl.testCat.testing","Testing…","","","Short label on: Settings ▸ Rig control. The same English text ""Testing…"" is used by 3 different keys (e.g. setup.rig.testCat.busy, settings.connections.test.busy) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rigControl.testCat.title","Save settings, connect to the rig, and read its frequency","","",""
"6","settings.headphoneMonitor.legend","Receive audio on this computer","","",""
"6","settings.headphoneMonitor.enable.label","Play receive audio here","","",""
"6","settings.headphoneMonitor.enable.aria","Play receive audio on this computer","","",""
"6","settings.headphoneMonitor.enable.hint","Plays the RECEIVED audio — exactly what the decoder hears — out of a device on this computer, for level and RFI diagnosis or simply to listen to the band. This is not a transmit monitor: it never plays your own voice back. Off by default; UNVERIFIED on-air until the attended session.","","",""
"6","settings.headphoneMonitor.device.label","Headphones or speakers","","",""
"6","settings.headphoneMonitor.device.hint","Your headphones or speakers — must NOT be the rig's TX output device.","","TX",""
"6","settings.headphoneMonitor.level.label","Listening level","","",""
"6","settings.headphoneMonitor.level.aria","Receive listening level","","",""
"6","settings.headphoneMonitor.level.hint","Headphone listening volume (does not affect TX).","","TX",""
"6","settings.satelliteDoppler.legend","Satellite Doppler","","Doppler",""
"6","settings.satelliteDoppler.note","Corrects both legs of a pass: the downlink you listen on and the uplink you transmit on. Nexus tunes only while auto-track is following a pass and you have picked a transponder in the Satellites section. The downlink needs no setup here; the uplink is confirmed once per radio, on the pass itself.","","Nexus",""
"6","settings.satelliteDoppler.enable.label","Doppler correction","","Doppler",""
"6","settings.satelliteDoppler.enable.aria","Enable satellite Doppler correction","","Doppler",""
"6","settings.satelliteDoppler.enable.hint","Retunes the radio through a pass so you stay on the station you are working. On: the downlink follows the bird as soon as you arm a pass and hold a transponder. Clearing this stops both legs.","","",""
"6","settings.satelliteDoppler.vfoMap.label","VFO mapping","","VFO",""
"6","settings.satelliteDoppler.vfoMap.aria","Satellite VFO mapping","","VFO","Short label on: Settings ▸ Satellite Doppler. The same English text ""Satellite VFO mapping"" is used by 2 different keys (e.g. sat.rail.vfoMap.aria) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.satelliteDoppler.vfoMap.otherRadio","The uplink mapping is confirmed per radio, for the radio you are operating. Confirm it for this radio on the pass rail during a pass, or make it the active radio first.","","",""
"6","settings.satelliteDoppler.vfoMap.hint","Which VFO carries your uplink. Match this to how your radio is wired. <b>A wrong mapping transmits on your own downlink</b> — into the satellite's output passband, on top of everyone else working the bird. Picking one applies immediately and confirms it for the radio you are operating; a second radio gets its own confirmation on the pass rail. Every mapping except Uplink only keeps the downlink corrected.","","<b> | VFO",""
"6","settings.satelliteDoppler.minShift.label","Minimum shift (Hz)","","Hz",""
"6","settings.satelliteDoppler.minShift.aria","Minimum Doppler shift before retuning (Hz)","","Doppler | Hz",""
"6","settings.satelliteDoppler.minShift.hint","Corrections smaller than this are not sent. 20 Hz is inaudible on SSB and keeps the CAT link quiet. 0 sends every update.","","CAT | SSB | Hz",""
"6","settings.satelliteDoppler.interval.label","Update interval (ms)","","",""
"6","settings.satelliteDoppler.interval.aria","Doppler update interval (milliseconds)","","Doppler",""
"6","settings.satelliteDoppler.interval.hint","Shortest gap between corrections. 1000 ms is what a low-orbit pass needs. Shorter fights your own tuning knob and saturates a serial CAT link.","","CAT",""
"6","settings.satelliteDoppler.passSounds.label","Pass alert sounds","","",""
"6","settings.satelliteDoppler.passSounds.aria","Audible tones at pass start and end","","",""
"6","settings.satelliteDoppler.passSounds.hint","A rising tone the moment an armed pass starts and a falling one when it ends, alongside the popup — hear AOS with your hands on the rotor. On by default; clearing this silences only the tones, never the popups.","","AOS",""
"6","settings.orbitalElements.legend","Orbital elements","","",""
"6","settings.orbitalElements.update.action","Update now","","","Short label on: Settings ▸ Orbital elements. The same English text ""Update now"" is used by 2 different keys (e.g. settings.callsignState.update.action) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.orbitalElements.update.busy","Updating…","","","Short label on: Settings ▸ Orbital elements. The same English text ""Updating…"" is used by 3 different keys (e.g. settings.callsignState.update.busy, settings.countryFile.update.busy) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.orbitalElements.import.action","Import from file","","",""
"6","settings.orbitalElements.import.busy","Importing…","","","Short label on: Settings ▸ Orbital elements. The same English text ""Importing…"" is used by 2 different keys (e.g. setup.log.import.busy) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.orbitalElements.import.title","Import a downloaded element file (Celestrak TLE, AMSAT keps, a new launch's SupGP set) — the offline-shack escape hatch. Imports persist across refreshes; the newest epoch per satellite wins.","","TLE",""
"6","settings.orbitalElements.import.ok","Elements imported — {{imported}} imported, {{total}} total","","{{imported}} | {{total}}",""
"6","settings.orbitalElements.import.failed","Element import failed: {{error}}","","{{error}}",""
"6","settings.orbitalElements.status.birds","{{count}} birds","","{{count}}","Short label on: Settings ▸ Orbital elements. The same English text ""{{count}} birds"" is used by 2 different keys (e.g. sat.elements.summary.birds) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.orbitalElements.status.fetched","fetched {{date}}","","{{date}}",""
"6","settings.orbitalElements.status.neverFetched","never fetched","","",""
"6","settings.orbitalElements.status.imported","{{count}} imported","","{{count}}",""
"6","settings.orbitalElements.status.empty","Not loaded yet — fetched on first launch, then refreshed every 6 h.","","",""
"6","settings.orbitalElements.hint","Keplerian elements (TLEs) for the amateur satellites — pass times, pointing and Doppler all come from them. Refreshed every 6 h from hamradiotools.io: the bird list comes from the SatNOGS database (CC BY-SA 4.0), the elements from CelesTrak and SatNOGS. Import a file for an offline shack or a just-launched bird.","","Keplerian | Doppler | SatNOGS | BY-SA | 4.0",""
"6","settings.orbitalElements.lastRefresh","Last refresh: {{detail}}","","{{detail}}",""
"6","settings.amplifier.legend","Amplifier","","","Short label on: Settings ▸ Amplifier. The same English text ""Amplifier"" is used by 4 different keys (e.g. settings.amplifier.model.label, connect.pane.amp.title, amp.strip.aria) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.amplifier.note","Read-only status from a linear on its own serial port — power out, SWR, temperature and any alarm. Nexus never commands the amplifier: it only reads it.","","Nexus | SWR",""
"6","settings.amplifier.model.label","Amplifier","","","Short label on: Settings ▸ Amplifier. The same English text ""Amplifier"" is used by 4 different keys (e.g. settings.amplifier.legend, connect.pane.amp.title, amp.strip.aria) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.amplifier.model.none","None","","","Short label on: Settings ▸ Amplifier. The same English text ""None"" is used by 4 different keys (e.g. memories.editor.tone.none, settings.rigControl.split.none, settings.rotator.model.none) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.amplifier.model.hint","Place the Amplifier pane in Connect to see the readings. Nothing here changes how the radio transmits.","","",""
"6","settings.amplifier.follow.label","Follow the radio’s band","","",""
"6","settings.amplifier.follow.hint","Step the amplifier to the band you are on, without being asked. Off by default — this is the one amplifier control that acts on its own. It never moves the amplifier while you are transmitting, and it steps one band at a time, checking where the amplifier actually is after each one rather than assuming it got there. ⚠️ If your amplifier already follows the radio through its own band-data cable, as most SPE installations do, leave this off: the hardware is doing the same job, and two things steering one band is worse than either alone.","","",""
"6","settings.amplifier.port.label","Amplifier port","","",""
"6","settings.amplifier.port.hint","Its own port, not the one CAT uses — a serial port can only be open once, so sharing it stops the radio connecting. The speed is worked out for you.","","CAT",""
"6","settings.rotator.legend","Rotator","","","Short label on: Settings ▸ Rotator. The same English text ""Rotator"" is used by 2 different keys (e.g. rotor.strip.aria) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rotator.note","The rotator itself, and its pointing manners. The manners apply to satellite auto-track.","","",""
"6","settings.rotator.model.label","Rotator model","","",""
"6","settings.rotator.model.none","None","","","Short label on: Settings ▸ Rotator. The same English text ""None"" is used by 4 different keys (e.g. memories.editor.tone.none, settings.rigControl.split.none, settings.amplifier.model.none) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rotator.model.other","Other Hamlib model #…","","Hamlib",""
